story_title,story_id,genre_id,genre_name,filename,prompt,negative_prompt,aspect_ratio,logline
"Goldilocks & the Three Bears","goldilocks","04","Gothic Horror","goldilocks_04_gothic.webp","Gothic oil painting: a young blonde governess in mourning dress holds a candelabra in the locked east wing of a fog-bound country estate. Three oil portraits of the Ursine family line the wall — large patriarch in livery, matron in lace, child in sailor suit. Three high-backed chairs sit in front of three cold hearths. Claret reds, bone whites, deep shadows, Bronte sensibility. Square frame.","modern, cartoon, bright, text","1:1","A blonde governess explores the locked east wing of a country estate. Three portraits, three chairs, three cold rooms. The Ursine family does not receive visitors."
"Goldilocks & the Three Bears","goldilocks","05","Steampunk","goldilocks_05_steampunk.webp","Steampunk illustration: a blonde aerial scout in brass goggles and leather flight suit pries open a workshop hatch, revealing three boilers (small, medium, large), three workbenches, three riveted bunks within. Three mechanical anthropomorphic bears with brass joints clank up the path outside, steam venting. Sepia-and-verdigris palette, vintage scientific plate aesthetic. Square frame.","plastic, modern electronics, text","1:1","A golden-haired aerial scout breaks into a brass workshop — three boilers, three benches, three berths. Three mechanical bears clank up the path."
"Goldilocks & the Three Bears","goldilocks","06","Cyberpunk","goldilocks_06_cyberpunk.webp","Cyberpunk concept art: a blonde data-thief with neural jack at her temple sits in the third of three biometric thrones inside a neon-lit private server. Three holographic firewalls flicker, three neural sleep-pods open behind her. The Ursine clan, three chrome-bear bodyguards, boot up alarm protocols on the wall of monitors. Hot pink and electric cyan, Blade Runner palette. Square frame.","natural, daylight, rustic, text","1:1","A blonde data-thief jacks the Ursine family server. Three firewalls, three thrones, three neural sleep-pods. The Ursine clan boots up, fast."
"Goldilocks & the Three Bears","goldilocks","07","Space Opera","goldilocks_07_space-opera.webp","Space opera concept art: a blonde stowaway in a stolen flight suit explores the bridge of an abandoned starship — three pilot chairs facing three command displays, three cryo-pods hissing open behind her. Through the viewport, three anthropomorphic Ursine crew members in EVA suits drift back toward the airlock. Sapphire-and-magenta nebulae, hard sci-fi detail. Square frame.","earth, fantasy creatures, magic, text","1:1","A golden-haired stowaway boards an abandoned starship. Three engine cores, three command chairs, three cryo-pods. The Ursine crew returns from EVA."
"Goldilocks & the Three Bears","goldilocks","08","Western","goldilocks_08_western.webp","Western painted illustration: a blonde drifter in dusty trail clothes peers into a one-room frontier cabin — three plates of beans, three rocking chairs, three rough-hewn bunks. Through the open door, three anthropomorphic bears of escalating size in dusters and bandanas rein up their horses, hands near their holsters. Ochre and rust palette, John Ford framing. Square frame.","futuristic, urban, neon, text","1:1","A blonde drifter slips into a cabin on the bear-country trail. Three plates of beans, three rocking chairs, three bunks. The Bear gang reins up."
"Goldilocks & the Three Bears","goldilocks","09","Post-Apocalyptic","goldilocks_09_post-apocalyptic.webp","Post-apocalyptic concept art: a blonde scavenger in scuffed leathers picks through a pre-collapse cottage — three canned goods on a sagging shelf (bloated, edible, perfectly preserved), three broken chairs of varying decay, three rotting mattresses. Three mutant Ursine clan members in salvaged armor approach across cracked earth. Ash-grey sky, Mad Max palette. Square frame.","pristine, optimistic, bright, text","1:1","A blonde scavenger picks through a pre-collapse cottage. Three cans — bloated, edible, perfect. The mutant Ursine clan returns."
"Goldilocks & the Three Bears","goldilocks","10","Dystopian","goldilocks_10_dystopian.webp","Dystopian illustration: Citizen G-7, a young blonde woman in regulation drab, enters unauthorized Unit 3 of a brutalist concrete apartment block. Three identical state-issue porridge containers on a steel table, three regulation chairs, three sleep-modules in alcoves. Three uniformed Ursine compliance officers march down the corridor outside. Monochrome with crimson banner accents, 1984 atmosphere. Square frame.","ruined, post-apocalyptic, warm, free, text","1:1","Citizen G-7 enters Unit 3 unauthorized. State porridge, regulation chairs, sleep-modules — three of each. The Ursine compliance officers return."
"Goldilocks & the Three Bears","goldilocks","11","Solarpunk","goldilocks_11_solarpunk.webp","Solarpunk illustration: a young blonde traveler sits cross-legged at a woven mat in a forest hearth-home, accepting a bowl of bramble-stew from three anthropomorphic bear-folk in linen tunics — Papa, Mama, and a smaller bear. Three woven chairs, three nests of moss and feathers, golden vine-light through windows. Lush green and terracotta palette, Ghibli sensibility, communal warmth. Square frame.","industrial, dystopian, hostile, text","1:1","A blonde traveler accepts hospitality at a forest hearth where three bear-folk live. Three bowls of bramble-stew, three woven chairs, three nests."
"Goldilocks & the Three Bears","goldilocks","12","High Fantasy","goldilocks_12_high-fantasy.webp","High fantasy book cover illustration: a young blonde apprentice in adventurer's leather pries open the door of a moss-covered druidic cottage. Three carved oaken thrones around a hearth, three goblets of glowing mead, three furred sleeping mats. Three were-bear druids in antlered helms approach through the standing stones outside. Jewel tones, runic glyphs on the doorframe. Square frame.","modern, technology, urban, text","1:1","A blonde apprentice trespasses in the cottage of three were-bear druids. Three goblets of mead, three oaken thrones, three furred sleeping mats."
"Goldilocks & the Three Bears","goldilocks","13","Anime","goldilocks_13_anime.webp","Anime cel-shaded illustration: a genki blonde transfer student in a school uniform peeks into a traditional Japanese tatami room — three onigiri on a low table, three zabuton cushions, three futons rolled in the corner. The Ursine family of three anthropomorphic bears in casual yukata stand in the doorway, deeply confused. Big eyes, vibrant cel-shading, cherry blossom accents. Square frame.","photorealism, western comic, dull, text","1:1","A genki blonde transfer student stumbles into a bear-clan household. Three onigiri, three zabuton, three futons. The Ursine family returns, deeply confused."
"Goldilocks & the Three Bears","goldilocks","14","Superhero Comic","goldilocks_14_superhero.webp","Superhero comic splash page: Goldie, blonde teen sidekick in golden combat armor, kicks open the door of a hidden lair. Three high-tech thrones glow inside, three glowing power-tonic vials, three regen-bed sarcophagi. The Ursine Bears, B-list villains in matching armored suits, are mid-monologue and turn in shock. Halftone dots, bold primaries, Lee-style inking. Square frame.","photorealism, soft, muted, text","1:1","Goldie, teen sidekick, infiltrates the Ursine Bears' safehouse — three thrones, three power-tonics, three regen-beds. The Bears return mid-monologue."
"Goldilocks & the Three Bears","goldilocks","15","Silent Film","goldilocks_15_silent-film.webp","Silent film still: a blonde girl in oversized curls mugs at the camera while sampling three bowls of porridge on a checkered tablecloth, then three chairs (one collapsing in slapstick), then three beds. Three anthropomorphic bears in matching nightcaps enter the front door at the moment of climax, throwing hands up in mock horror. Sepia high-contrast, iris vignette. Square frame.","color, modern, photorealism, text","1:1","Iris on blonde curls. Three bowls, three chairs, three beds, mugging at each. Three bears enter, throw hands up in mock-horror."
"Goldilocks & the Three Bears","goldilocks","16","1950s Suburban Mystery","goldilocks_16_suburban-mystery.webp","1950s suburban mystery illustration: a smiling blonde new neighbor in a pearl-buttoned cardigan lets herself into a pastel ranch home. Three Pyrex casseroles still warm on the counter, three velveteen recliners still indented, three bedrooms visible through doorways that look just slightly too immaculate. Picket fences out the window. Blue Velvet color logic, sinister undercurrent. Square frame.","fantasy, futuristic, magical, text","1:1","A blonde new neighbor lets herself into the Ursines' ranch home. Casseroles still warm. Recliners still indented. The bedrooms — too perfect."
"Goldilocks & the Three Bears","goldilocks","17","Cold War Spy","goldilocks_17_cold-war-spy.webp","Cold war espionage illustration: Agent Goldenrod, a blonde woman in a slim grey coat, picks a lock on a safehouse door in an East Berlin tenement. Inside: three espressos cooling, three reading chairs facing three trench coats on hooks, three radios tuned to numbers stations. Three anthropomorphic Ursine cell-members in dead-drop attire return through the courtyard. Muted greys, amber sodium light. Square frame.","modern technology, fantasy, text","1:1","Agent Goldenrod breaches the Ursine safehouse in East Berlin. Three espressos cooling, three reading chairs, three trench coats. The cell returns from a dead drop."
"Goldilocks & the Three Bears","goldilocks","18","True Crime Doc","goldilocks_18_true-crime.webp","True crime documentary still: VHS-grain reenactment of a blonde teen entering a suburban Ursine residence — three bowls of porridge half-eaten on a kitchen table (closeup), a Goldilocks-sized chair broken on the carpet, a child's bed clearly indented. A detective voice-over notes there were no other signs of entry. Low-light, blue-and-yellow evidence palette, timestamp burn-in. Square frame.","glossy, fantasy, vibrant, text","1:1","Camcorder reenactment: a blonde teen entered the Ursine residence. Porridge half-eaten, chair broken, bed indented. No other signs of entry."
"Goldilocks & the Three Bears","goldilocks","19","Courtroom Drama","goldilocks_19_courtroom.webp","Courtroom drama oil-painting illustration: a young blonde woman, the defendant, sits at a polished defense table beside her lawyer. Three anthropomorphic bear plaintiffs of escalating size sit at the plaintiff's table — Papa Bear in a banker's suit, Mama in a respectable blouse, Baby in a sailor outfit. Three photographic exhibits on easels: porridge bowl, broken chair, indented bed. Mahogany, brass rails, judicial gravitas. Square frame.","modern casual, cartoon, sci-fi, text","1:1","The Bear family v. Goldilocks: trespass, vandalism, consumption of porridge. Three witnesses. The defendant takes the stand."
"Goldilocks & the Three Bears","goldilocks","20","Romance","goldilocks_20_romance.webp","Romance novel cover illustration: a young blonde botanist in a rain-soaked dress dries by a hearth in a remote forest home. Three anthropomorphic bear-shifters return through the front door — a broad-shouldered Papa, a graceful Mama, and a younger bear in a flannel shirt whose gaze locks immediately with hers. Soft focus, candlelight, rose-gold and ivory palette, longing glance. Square frame.","horror, threatening, text","1:1","A blonde botanist seeks shelter from a storm in a forest home. Three bear-shifters return — Papa, Mama, and the youngest, who cannot look away."
"Goldilocks & the Three Bears","goldilocks","21","Heist","goldilocks_21_heist.webp","Heist movie poster illustration: a blonde infiltrator in tactical gear lowers herself by cable into a vault with three security tiers — porridge-warm motion sensors, chair-pressure plates, bed-weight scanners. A schematic blueprint overlay shows her timing. Three anthropomorphic Ursine cartel members enter early on the security monitor in the corner. Ocean's Eleven palette, neon vault interior. Square frame.","rustic, primitive, fantasy creatures, text","1:1","A blonde infiltrator cases the Ursine vault. Three security tiers — porridge-warm, chair-test, bed-pressure. The Bear cartel returns six minutes early."
"Goldilocks & the Three Bears","goldilocks","22","Detective Mystery","goldilocks_22_detective.webp","Detective mystery illustration: a teenage blonde sleuth with a magnifying glass investigates the abandoned Ursine cabin. Three meals visibly interrupted mid-bite on a table, three chairs of varying intactness (small one broken cleanly), three beds with one indented. Red string connects clues on a corkboard behind her. Foggy sepia palette, Holmesian atmosphere. Square frame.","cheerful, romantic, bright, text","1:1","A teen sleuth investigates the abandoned Ursine cabin. Three meals interrupted. Three chairs of varying intactness. Who left first — and who never left?"
"Goldilocks & the Three Bears","goldilocks","23","Survival / Wilderness","goldilocks_23_survival.webp","Wilderness survival illustration: a blonde hiker in a torn parka, frostbitten, shelters in a remote log cabin and eats from a small bowl of moose stew. Three escalating bowls on the table, three log chairs around a stove, three furs piled on rough bunks. Outside, a black bear, a brown bear, and a grizzly approach down the trail through the snow. Steel blues, bleak whites. Square frame.","tropical, urban, comfortable, text","1:1","A blonde hiker, frostbitten, shelters in a remote cabin. Three bowls of moose stew, three log chairs, three furs. A black, a brown, a grizzly approach the trail."
"Goldilocks & the Three Bears","goldilocks","24","Slapstick Cartoon","goldilocks_24_slapstick.webp","Tex Avery-style slapstick cartoon: a blonde girl in pigtails bounces into a tiny cottage. Three porridge bowls catch fire at her touch, three chairs explode in sequence, three beds launch her through the thatched roof. Three anthropomorphic bears in matching striped nightcaps blink in unison at the chaos. Rubber-hose limbs, squash and stretch, primary colors. Square frame.","photorealism, serious, muted, text","1:1","A blonde girl in pigtails bounces into a cottage. Three bowls catch fire, three chairs explode, three beds launch her through the roof. Three bears in nightcaps blink."
"Goldilocks & the Three Bears","goldilocks","25","Mythic Epic","goldilocks_25_mythic-epic.webp","Mythic epic painting: a golden-haired maiden in a chiton trespasses in a moonlit grove-shrine of three carved-stone altars, three thrones of polished granite, three biers piled with laurel. Three bear-spirits in armor of constellation-bronze descend from the mountain on shafts of light, eyes ancient and unamused. Aegean light, fresco-style cracks, Homeric grandeur. Square frame.","modern, mundane, text","1:1","A golden-haired maiden trespasses in the grove-shrine of three bear-spirits. Three altars, three thrones of carved stone, three biers. The bear-spirits descend with thunder."
"Cinderella","cinderella","01","Original Fairy Tale","cinderella_01_original.webp","Storybook woodcut illustration: a young woman in patched servant's rags kneels by a hearth full of ash. Her fairy godmother, a kindly woman in star-spangled robes, raises a wand; a pumpkin transforms into a coach beside them. A single glass slipper rests on the cobbles in the foreground; midnight bells chime in the distance. Hand-painted watercolor, warm sepia, Brothers Grimm sensibility. Square frame.","text, signature, watermark, modern, photorealism","1:1","A scullery maid is transformed by her fairy godmother. She loses a glass slipper at the prince's ball at midnight."
"Cinderella","cinderella","02","Film Noir","cinderella_02_noir.webp","Film noir still: a young hatcheck girl in a beaded gala dress dances at a smoky jazz club; a chain-smoking older woman in a sequined turban, her godmother-figure, watches from a corner booth, glass in hand. On a backstage stair sits a single glass high heel as the clock strikes twelve. High-contrast B&W with the dress as single color accent, venetian-blind shadows. Square frame.","color saturation, cheerful, daylight, text","1:1","A jazz-club hatcheck girl is transformed for one night by a chain-smoking godmother. She loses a glass heel as the clock strikes twelve."
"Cinderella","cinderella","03","Cosmic Horror","cinderella_03_cosmic-horror.webp","Eldritch horror illustration: a ragged servant girl stands transformed in robes of slow-shifting geometry under the gaze of a many-eyed entity claiming to be her godmother. A pumpkin-shaped thing pulses nearby, alive. A slipper of carved bone-glass rests on a porch step at midnight. Sickly green and violet palette, non-Euclidean dread. Square frame.","cute, friendly, bright, warm, text","1:1","A ragged servant girl is transformed by an entity that called itself her godmother. She leaves behind a slipper of bone-glass."
"Cinderella","cinderella","04","Gothic Horror","cinderella_04_gothic.webp","Gothic oil painting: a young woman in a faded grey shift is granted one night of finery by a veiled benefactor in a crumbling manor cellar. A glass slipper rests on the carved staircase as a clock strikes midnight; candelabras flicker above. Claret reds, bone whites, deep shadows. Square frame.","modern, cartoon, bright, text","1:1","An orphan kept in a manor cellar is granted one night of liberty by a veiled benefactor. A glass slipper is left on the stairs at twelve."
"Cinderella","cinderella","05","Steampunk","cinderella_05_steampunk.webp","Steampunk illustration: a workshop drudge in a brass corset and pressure-fitted clockwork gown stands beside an inventor godmother adjusting her gauges. A pneumatic coach idles outside, gauges dropping; a single glass-and-copper boot has detached, lying on a cobble. Sepia and verdigris palette, exposed gears. Square frame.","plastic, modern electronics, text","1:1","A workshop drudge is fitted with brass corset and clockwork gown. Her glass-and-copper boot detaches when the pneumatic carriage runs out of pressure."
"Cinderella","cinderella","06","Cyberpunk","cinderella_06_cyberpunk.webp","Cyberpunk concept art: a young wage-slave receives a body-mod transformation in a back-alley clinic — chrome circulatory implants visible under glowing skin. She steps onto a corporate gala carpet at 23:59:30; one chrome-glass slipper jacks loose as her loaner skin de-renders at 00:00. Hot pink and electric cyan, holographic ad-glow. Square frame.","natural, daylight, rustic, text","1:1","A back-alley body-mod tech transforms a wage-slave for one corporate gala. The chrome-glass slipper jacks out at 00:00."
"Cinderella","cinderella","07","Space Opera","cinderella_07_space-opera.webp","Space opera concept art: a young engine-room scrubber stands transformed in a princess-class envirosuit aboard a sleek flagship, granted by a rogue AI godmother projected as a hologram. A single crystal envirosuit boot left near the airlock as countdown reaches zero. Sapphire-and-magenta nebulae through viewport. Square frame.","earth, fantasy creatures, magic, text","1:1","A starship engine-room scrubber is given a princess-class kit by a rogue AI godmother. Her crystal envirosuit boot is left aboard the prince's flagship."
"Cinderella","cinderella","08","Western","cinderella_08_western.webp","Western painted illustration: a homestead daughter in a borrowed saloon-night dress dances at a territorial governor's ball; a card-sharp older woman in a velvet dress and pistol garter watches from a corner. A single glass-heeled boot rests on the warped wooden steps outside as midnight passes. Ochre and rust palette. Square frame.","futuristic, urban, neon, text","1:1","A homestead daughter is gifted a saloon-night dress by a card-sharp godmother. A glass-heeled boot stays at the territorial governor's ball."
"Cinderella","cinderella","09","Post-Apocalyptic","cinderella_09_post-apocalyptic.webp","Post-apocalyptic concept art: a ruined-city scavenger in scavenged finery — sequined dress over patched leathers — stands in a warlord's stronghold lit by oil drums. A wasteland witch godmother in skull-paint smokes a hand-rolled cigarette in the doorway. A scuffed glass shard tied to her foot with wire drops on the threshold at midnight. Ash-grey sky, rust palette. Square frame.","pristine, optimistic, bright, text","1:1","A ruined-city scavenger is gifted scavenged finery by a wasteland witch. A scuffed glass shard tied to her foot drops in the warlord's stronghold at midnight."
"Cinderella","cinderella","10","Dystopian","cinderella_10_dystopian.webp","Dystopian propaganda-poster illustration: Citizen C-12, drudge-tier, stands illicitly elevated in a regulation gala gown at the Prince Bureau's annual selection event under harsh fluorescent light. A state identifier-slipper of glass-coded crystal falls from her foot as the bureau clock strikes 00:00. Monochrome with crimson accents, 1984 atmosphere. Square frame.","ruined, post-apocalyptic, warm, free, text","1:1","Citizen C-12, drudge-tier, is illicitly elevated. The state's identifier-slipper, glass-coded, falls at the Prince Bureau's annual selection gala."
"Cinderella","cinderella","11","Solarpunk","cinderella_11_solarpunk.webp","Solarpunk illustration: a young communal-farm orphan stands in hand-loomed finery of green silk and gold leaf, gifted by an elder weaver godmother. A bio-glass slipper grown from quartz-cultured roots rests on the woven floor of a great-hall consensus festival at moonset. Lush green and terracotta palette, communal warmth. Square frame.","industrial, dystopian, hostile, text","1:1","A communal-farm orphan is gifted hand-loomed finery by an elder. A bio-glass slipper is left in the great-hall during the consensus festival at moonset."
"Cinderella","cinderella","12","High Fantasy","cinderella_12_high-fantasy.webp","High fantasy book cover illustration: a young scullery maid stands transformed in a royal-blue gown with golden thread, crystal slippers shimmering, beside a fae godmother in star-pattern robes. A grand ballroom looms ahead; pumpkin-coach waits. A single crystal slipper rests on the marble at the witching hour. Jewel tones. Square frame.","modern, technology, urban, text","1:1","A scullery girl is gifted gown and crystal slippers by a fae godmother. At the royal court ball, the spell unravels at the witching hour."
"Cinderella","cinderella","13","Anime","cinderella_13_anime.webp","Anime cel-shaded illustration: a bullied high schooler in a battered uniform is transformed by a magical talking pumpkin senpai into a shimmering kimono-gown. She dances on a school festival stage with the student council president (the prince). A single glass loafer lies on the stage as fireworks bloom at midnight. Cherry blossom accents, dynamic cel-shading. Square frame.","photorealism, western comic, dull, text","1:1","A bullied high schooler is transformed by a magical-talking-pumpkin senpai. A glass loafer left on the festival stage; the prince is the student council president."
"Cinderella","cinderella","14","Superhero Comic","cinderella_14_superhero.webp","Superhero comic splash page: plain-clothes Ella, abused ward, is transformed by a hero-mentor godmother in a high-collar mantle — her gown is now armored, her Glass Slipper a signal-device. She dances with Prince Charming, secretly a vigilante in formal wear. The Glass Slipper falls from her foot as the gala clock strikes twelve, transmitter blinking. Halftone dots, bold primaries. Square frame.","photorealism, soft, muted, text","1:1","Plain-clothes Ella, abused ward, gets powers and a gown from a hero-mentor. The Glass Slipper signal-device falls at the gala. Prince Charming is a secret hero."
"Cinderella","cinderella","15","Silent Film","cinderella_15_silent-film.webp","Silent film still: iris on a weeping girl by a hearth in ragged dress. Iris widens: godmother waves a wand, mice scurry, a pumpkin coach appears. Iris on dance with a top-hatted prince. Clock strikes; iris closes on a single glass slipper on cobbles. Sepia high-contrast, slapstick mugging, 1920s. Square frame.","color, modern, photorealism, text","1:1","Iris on weeping girl by hearth. Godmother waves wand. Iris on dance with prince. Clock strikes. Iris on lone glass slipper."
"Cinderella","cinderella","16","1950s Suburban Mystery","cinderella_16_suburban-mystery.webp","1950s suburban mystery illustration: a young blonde babysitter in a borrowed pink chiffon dress dances at the Charming family Country Club gala. A single glass pump rests on the manicured lawn at the curb as the babysitter slips into the night. The polite suburb's mask cracks behind her — neighbors watching from picture windows. Pastel palette with sinister undercurrent. Square frame.","fantasy, futuristic, magical, text","1:1","A blonde teen babysits for the wealthy Charmings across town. After the Country Club gala, her glass pump is found — and the polite suburb stops being polite."
"Cinderella","cinderella","17","Cold War Spy","cinderella_17_cold-war-spy.webp","Cold war espionage illustration: Asset Cinder, a young woman in a sleek embassy-ball gown, is briefed by an older handler-godmother in a wood-paneled safehouse. She slips a listening-device glass-heel onto her foot. At midnight at the prince-handler's residence, the glass heel lies on a parquet floor under a chandelier. Muted greys and amber. Square frame.","modern technology, fantasy, text","1:1","Asset Cinder is given a gown and dossier for one embassy ball. Her glass heel — listening-device — left at the prince-handler's residence at midnight."
"Cinderella","cinderella","18","True Crime Doc","cinderella_18_true-crime.webp","True crime documentary still: VHS-grain reenactment of a tense stepmother (severe bun, gold cross) and two stepsisters at a 1990s gala; the protagonist disappears into the night. A glass slipper in an evidence bag sits on a cold case board with crime scene photos. Detective talking head. Low-light, blue-and-yellow evidence palette, timestamp burn-in. Square frame.","glossy, fantasy, vibrant, text","1:1","Camcorder reenactment: the stepmother, the stepsisters, the disappearance after the gala. The glass slipper, in evidence-bag, returns again to the cold case board."
"Cinderella","cinderella","19","Courtroom Drama","cinderella_19_courtroom.webp","Courtroom drama oil-painting illustration: a young woman in a modest dress sits at the plaintiff's table while a stern stepmother in widow's black sits at the defense table. The prince in a charcoal suit takes the witness stand. A glass slipper in a clear evidence case rests on the rail labeled EXHIBIT A. Mahogany, brass, judicial gravitas. Square frame.","modern casual, cartoon, sci-fi, text","1:1","Cinderella v. Estate of her late father: a will contested, a stepmother's claim, the prince as character witness. A glass slipper, Exhibit A."
"Cinderella","cinderella","20","Romance","cinderella_20_romance.webp","Romance novel cover illustration: a weary young woman in a borrowed champagne-gold gown dances on a marble veranda with a strikingly handsome stranger in a tailored suit. A single glass slipper lies on the staircase as a midnight chime sounds. Soft focus, candlelight, rose-gold and ivory, longing glance, Pre-Raphaelite sensibility. Square frame.","horror, threatening, text","1:1","A weary working girl is transformed for one night. She dances with a stranger who turns out to be a prince — and at midnight, only her slipper remains."
"Cinderella","cinderella","21","Heist","cinderella_21_heist.webp","Heist movie poster illustration: an ensemble crew — a scullery-coded infiltrator in a gown, a godmother-coded fixer with safe-cracking tools, two mice-coded burglars in cargo gear — pose against a blueprint of the prince's vault that only opens at midnight. A single glass slipper rests on the vault threshold as the timer hits 00:00. Ocean's Eleven palette. Square frame.","rustic, primitive, fantasy creatures, text","1:1","Crew: scullery infiltrator, godmother fixer, mice burglars. The mark: the prince's vault, opened only at midnight. Signature: a single glass slipper."
"Cinderella","cinderella","22","Detective Mystery","cinderella_22_detective.webp","Detective mystery illustration: a hard-boiled detective in a long coat examines a single glass slipper on a marble palace step. In the inset: a stern stepmother, two stepsisters, an ash-stained hearth where a girl once knelt. A clue board of red string and photographs behind him. Foggy sepia palette, Holmesian atmosphere. Square frame.","cheerful, romantic, bright, text","1:1","After a gala, a glass slipper is found on the palace steps. A detective traces it through stepmothers, ash-stained hearths, and a missing girl."
"Cinderella","cinderella","23","Survival / Wilderness","cinderella_23_survival.webp","Wilderness survival illustration: a young exiled woman trapped in mountain servitude is granted one warm night by a hermit godmother in a fur-lined hut. She climbs an alpine pass to a candlelit chalet in furs and a single glass climbing-cleat strapped to one boot, which she leaves on the threshold as a storm breaks. Steel blues, bleak whites. Square frame.","tropical, urban, comfortable, text","1:1","An exiled girl trapped in mountain servitude is granted a single warm night by a hermit godmother. A glass climbing-cleat is left at the prince's chalet."
"Cinderella","cinderella","24","Slapstick Cartoon","cinderella_24_slapstick.webp","Tex Avery-style slapstick cartoon: a scrubbing girl is whacked flat by a fairy godmother's oversized wand and pops back up in a ballgown. Mice scurry, transform into a coach that immediately falls apart. A glass slipper bounces down a flight of stairs, repeatedly refusing to fit nine garish oversized stepfeet. Rubber-hose limbs, primary colors. Square frame.","photorealism, serious, muted, text","1:1","A scrubbing girl is whacked into a ballgown. Mice become a coach that breaks. A glass slipper bounces and refuses to fit nine ugly stepfeet."
"Cinderella","cinderella","25","Mythic Epic","cinderella_25_mythic-epic.webp","Mythic epic painting: a girl of hearth-ash, secretly daughter of a vanished king, is granted one night among the living by an underworld goddess robed in pomegranate-red. She dances with the dawn-king in a marble hall under a moon-disc. A glass sandal rests on the threshold as the first light of dawn breaks. Golden Aegean light, fresco-style. Square frame.","modern, mundane, text","1:1","A girl of hearth-ash, daughter of a vanished king, is gifted one night by an underworld goddess. She leaves a glass sandal at the dawn-king's threshold."
