story_id,genre_id,genre,filename,prompt
red,24,Slapstick Cartoon,red_24_slapstick.webp,"Frantic 1940s cartoon still: a cottage bedroom mid-chaos, where a girl in a red hood does a full-body double-take at the bed, basket launching cakes in an arc. In the bed, a tuxedoed wolf wears a granny wig that is actively sliding off, monocle popping, teacup frozen mid-sip. Rubber-hose limbs, motion smears, impossible squash-and-stretch. Square 1:1 frame. Avoid: text, watermarks, human characters where animals are specified, gore."
red,25,Mythic Epic,red_25_mythic-epic.webp,"Mythic fresco painting: a threshold-shrine where a maiden in a sacred crimson veil stands before a stone bier, offerings of honey and barley in her basket. Upon the bier, a wolf-spirit robed in famine wears the Crone's mantle and crown of dried flowers, ancient and vast, storm clouds coiling in the painted sky. Gold leaf, terracotta and lapis, epic solemnity. Square 1:1 frame. Avoid: text, watermarks, human characters where animals are specified, gore."
red,26,Science Fiction,red_26_science-fiction.webp,"Retro-futuristic sci-fi concept art: a habitat medical bay where a courier in a red pressure suit stands at the recovery pod, med-supply case in hand. Inside the pod, a wolf-pattern salvage drone drapes grandmother's knit cardigan over its chassis, synthesized voice waveform glowing on the speaker grille. Chrome and teal, engineered birches through the viewport. Square 1:1 frame. Avoid: text, watermarks, human characters where animals are specified, gore."
red,27,Action & Adventure,red_27_action-adventure.webp,"Pulp adventure illustration: a canyon outpost bedroom at lamplight, where an explorer girl in a red climbing hood stands at the bed, map case slung, rope coiled on her basket. In the bed, the treacherous guide Wolfe wears a stolen poncho and grandmother's hat brim low, machete glinting under the blanket edge. Golden canyon light through shutters, dynamic diagonals. Square 1:1 frame. Avoid: text, watermarks, human characters where animals are specified, gore."
red,28,Supernatural Horror,red_28_ghost-horror.webp,"Supernatural horror painting: a cottage bedroom empty for forty years yet firelit, where a girl in a red cloak stands at the threshold of the bedside, basket trembling. The shape in the bed has grandmother's warmth and no face that resolves, nightcap hovering on absence, the quilt breathing. Cold blues and greys, one warm hearth-glow, dread over gore. Square 1:1 frame. Avoid: text, watermarks, human characters where animals are specified, gore."
red,29,Biography Memoir,red_29_biography.webp,"Quiet literary painting: an elderly woman in a faded red coat sits at the foot of a preserved cottage bed in afternoon light, her old basket beside her, touching the quilt. The bed is empty; on the wall hang a framed photograph of her grandmother and a sixty-year-old newspaper clipping about a wolf. Wyeth stillness, warm ambers, memory made visible. Square 1:1 frame. Avoid: text, watermarks, human characters where animals are specified, gore."
red,30,Historical Fiction,red_30_historical-fiction.webp,"Historical fiction oil painting, 1940s occupied Europe: a fourth-floor flat bedroom where a girl with a red kerchief and bread basket stands rigid at the bed. In it, an officer with very good teeth wears grandmother's shawl over his uniform, boots visible beneath the quilt, a leaflet in his gloved hand. Muted wartime palette, the kerchief's red carrying the frame. Square 1:1 frame. Avoid: text, watermarks, human characters where animals are specified, gore."
red,31,Stage Drama,red_31_stage-drama.webp,"Theatrical stage painting: a cutaway cottage set where a girl in red crosses painted floorboards toward the bed, basket high, while the audience silhouettes below can plainly see the wolf in the bed — nightcap, gown, folded claws — waiting. Footlight amber, painted birch flats, dramatic irony made architecture. Square 1:1 frame. Avoid: text, watermarks, human characters where animals are specified, gore."
red,32,Graphic Novel,red_32_graphic-novel.webp,"A comic-book page laid out as three or four rectangular panels with clean white gutters and bold black ink borders, halftone-dot shading: a girl in a red hooded cloak with a basket standing at the foot of a bed where a wolf wearing grandmother's frilled nightcap and shawl pretends to sleep -- the reveal broken across panels (the approach, the too-big eyes and teeth, the wolf rising). Dramatic vintage comic art. A landscape comic-book page. Anthropomorphic pigs, wolf, and bears upright and clothed where present. Speech balloons and caption boxes with illegible squiggle lettering, not real words. Avoid: photorealism, gore, legible text."
red,33,Ergodic,red_33_ergodic.webp,"Recovered case-file collage on aged paper: a bedroom floor plan annotated in three hands, a photograph of a bed whose occupant is redacted with black bars except the nightcap and one yellow eye, a girl in red visible only in the photo's margin. Catalogue cards for EARS, EYES, TEETH in three sizes, coffee stains, string connecting evidence, marginalia as illegible scrawl. Square 1:1 frame. Avoid: text, watermarks, human characters where animals are specified, gore."
red,34,Transgressive,red_34_transgressive.webp,"Xeroxed punk-zine collage, harsh contrast: a cramped tenement bedroom where a teenage girl in a red jacket sits backwards on a chair facing the bed, arms crossed, unafraid. In the bed, a wolf in grandmother's cardigan and reading glasses returns her stare, entirely unapologetic. Ripped-paper edges, photocopier grain, one spray-red accent. Square 1:1 frame. Avoid: text, watermarks, human characters where animals are specified, gore."
red,35,Climate Fiction,red_35_climate-fiction.webp,"Painterly climate-fiction scene: a fire-watch cabin bunk-room, where a girl in a red windbreaker stands at the bunk with two canteens in her basket. In the bunk, thin as a shipwreck, the starved wolf sleeps wrapped in grandmother's blanket while grandmother reads in a chair beside it, insulin case on the nightstand. Charcoal blacks, seedling green through the window, elegiac. Square 1:1 frame. Avoid: text, watermarks, human characters where animals are specified, gore."
red,36,Slipstream,red_36_slipstream.webp,"Quiet surrealist painting, Magritte sensibility: a bedroom where the bed floats a handspan above the floor and the window shows a different season than the door. A girl in red stands calmly at the bedside; the figure beneath the nightcap is a wolf in some panels of the wallpaper and a grandmother in others, and the teeth rest in a glass on the nightstand. Muted dream palette, flat light. Square 1:1 frame. Avoid: text, watermarks, human characters where animals are specified, gore."
red,37,Bangsian,red_37_bangsian.webp,"Warm classical afterlife oil painting: a cloud-borne cottage bedroom in Elysian light where a radiant elderly Red, hood folded over her arm, stands at the bed. In it, the old gray wolf — tucked in by a committee of glowing grandmothers visible through the doorway — wears the nightcap awkwardly, holding an apology parcel. Gold and rose light, gentle wit, academic finish. Square 1:1 frame. Avoid: text, watermarks, human characters where animals are specified, gore."
red,38,Black Comedy,red_38_black-comedy.webp,"Deadpan symmetrical tableau, flat editorial-cartoon oil: a floral bedroom where the wolf in grandmother's nightcap sits up in bed chairing a book club meeting, paperback in paw, five elderly ladies in chairs taking minutes. The girl in red stands at the bedfoot with her cake tin, entirely unimpressed; the wardrobe behind bulges mid-thump. Institutional beige, one blood-red accent. Square 1:1 frame. Avoid: text, watermarks, human characters where animals are specified, gore."
red,39,Magical Realism,red_39_magical-realism.webp,"Latin American magical-realism painting: a village bedroom at dusk where a girl in red sets her basket on the quilt of a bed whose occupant is halfway between grandmother and wolf — a beloved face with a longer jaw, gray hair braided with fur — and no one in the painting is surprised. Marigold and dusk-blue, votive candles, tender matter-of-fact miracle. Square 1:1 frame. Avoid: text, watermarks, human characters where animals are specified, gore."
red,40,Epistolary,red_40_epistolary.webp,"Flat-lay illustration on a writing desk: an exchange of letters arranged around a small framed sketch of the bed scene — girl in red at the bedside, wolf in nightcap. The postscripts visibly change handwriting letter to letter; one letter is nailed to bark; a wax seal shows a paw print; an axe and a bottle of wine wait in the corner. Warm parchment tones, handwriting as illegible scrawl. Square 1:1 frame. Avoid: text, watermarks, human characters where animals are specified, gore."
goldilocks,01,Original Fairy Tale,goldilocks_01_original.webp,"Storybook woodcut illustration with warm watercolor wash: a cottage bedroom where a golden-haired girl in a blue pinafore sleeps blissfully in the smallest of three beds. Three bears in nightshirts — great, middle, and small — peer at her in ascending sizes, the smallest pointing at his own bed. Through the doorway, three porridge bowls and a broken chair. Sepia and honey tones. Square 1:1 frame. Avoid: text, watermarks, human characters where animals are specified, gore."
goldilocks,02,Film Noir,goldilocks_02_noir.webp,"High-contrast film noir still: a brownstone bedroom where a platinum-blonde in a fur-trimmed coat sleeps in the smallest bed, venetian shadows striping the quilt. Three bears in fedoras and overcoats fill the doorway in silhouette, the big one's cigarette a single ember. On the floor, a broken chair; the one color, her abandoned lipstick-red clutch. 1940s pulp menace. Square 1:1 frame. Avoid: text, watermarks, human characters where animals are specified, gore."
goldilocks,03,Cosmic Horror,goldilocks_03_cosmic-horror.webp,"Eldritch horror illustration: a cabin bedroom where a golden-haired girl sleeps in the smallest of three beds — but a fourth bed has appeared, turned down, waiting. In the doorway, three shapes wear the outlines of bears politely, like borrowed clothes, their shadows arriving before them. Sickly greens and violets, her gold hair the only warmth, non-Euclidean angles. Square 1:1 frame. Avoid: text, watermarks, human characters where animals are specified, gore."
goldilocks,04,Gothic Horror,goldilocks_04_gothic.webp,"Gothic oil painting: a manor's east-wing bedchamber where a golden-haired governess sleeps in the smallest of three ancient beds, candle guttered beside her. Three figures in mourning dress of a forty-year-old cut stand at the bedfoot — great, middle, and small — with bear shadows the candlelight cannot explain. Claret and bone palette, crepe-hung mirrors, dread. Square 1:1 frame. Avoid: text, watermarks, human characters where animals are specified, gore."
goldilocks,05,Steampunk,goldilocks_05_steampunk.webp,"Steampunk illustration plate: a workshop bunkroom where a golden-haired aerial scout sleeps in the smallest berth, goggles pushed up, patched balloon envelope folded beside her. Three mechanical bears clank at the doorway in ascending bore, brass heads tilted, gauges going red in sequence; a broken bench leg lies in the foreground. Sepia and verdigris, gears and rivets. Square 1:1 frame. Avoid: text, watermarks, human characters where animals are specified, gore."
goldilocks,06,Cyberpunk,goldilocks_06_cyberpunk.webp,"Cyberpunk concept art: a server-room sleep-pod bay where a blonde data-thief drifts unconscious in the smallest pod, jack cable still connected. Three glowing bear-avatars materialize over the intrusion console in ascending size, red trace-lines converging on her pod. Neon pink and cyan on black chrome, cascading code, Blade Runner rain on the window. Square 1:1 frame. Avoid: text, watermarks, human characters where animals are specified, gore."
goldilocks,07,Space Opera,goldilocks_07_space-opera.webp,"Space opera concept art: a starship crew quarters where a golden-haired stowaway sleeps in the smallest cryo-pod, frost blooming on the glass. Three vacuum-suited ursine crew members look in through the pod viewport in ascending helmet sizes, hull plating under their arms. Deep star-field blacks, sapphire instrument glow, hard sci-fi detail. Square 1:1 frame. Avoid: text, watermarks, human characters where animals are specified, gore."
goldilocks,08,Western,goldilocks_08_western.webp,"Western painted illustration: a frontier cabin at moonrise where a blonde drifter sleeps in the smallest bunk, boots still on, hat over her eyes. Three bears in dusters and hats stand in the doorway in ascending sizes, moonlight long across the floorboards to a busted rocking chair and three plates of beans. Amber lamplight and blue night, painted western warmth. Square 1:1 frame. Avoid: text, watermarks, human characters where animals are specified, gore."
goldilocks,09,Post-Apocalyptic,goldilocks_09_post-apocalyptic.webp,"Post-apocalyptic painting: a ruined house where a blonde scavenger sleeps curled on the smallest of three sleeping mats, empty food tin beside her. Three mutant ursine figures in patched coats stand over her in ascending sizes, patient rather than hostile, their shadows thrown by a burn-barrel fire. Ash-grey palette, her gold hair the last bright thing. Square 1:1 frame. Avoid: text, watermarks, human characters where animals are specified, gore."
goldilocks,10,Dystopian,goldilocks_10_dystopian.webp,"Dystopian propaganda-poster style: a regulation housing unit where Citizen G-7, gold hair against gray bedding, sleeps in the smallest state sleep-module. Three Ursine compliance officers stand at inspection posture in ascending sizes, clipboards ready, amber surveillance apertures blinking. Cold institutional palette, stenciled unit numbers, one warm anomaly: her hair. Square 1:1 frame. Avoid: text, watermarks, human characters where animals are specified, gore."
goldilocks,11,Solarpunk,goldilocks_11_solarpunk.webp,"Solarpunk illustration: a sunlit earthen cottage where a golden-haired traveler sleeps in the smallest woven nest-bed, road dust still on her boots, an apology note tucked in a repaired chair beside her. Three gentle bear-folk look in from the garden doorway in ascending sizes, one carrying tea. Warm greens and honey light, living-willow walls, kindness. Square 1:1 frame. Avoid: text, watermarks, human characters where animals are specified, gore."
goldilocks,12,High Fantasy,goldilocks_12_high-fantasy.webp,"High fantasy oil painting: a druid grove where a golden-braided apprentice sleeps on the smallest moss bier beneath a cracked living-oak throne. Three were-bear druids stand over her in ascending majesty — storm-scented, ivy-crowned, and young — moonlight through ancient branches. Rich jewel greens, glowing runes on bark, epic painterly detail. Square 1:1 frame. Avoid: text, watermarks, human characters where animals are specified, gore."
goldilocks,13,Anime,goldilocks_13_anime.webp,"Vibrant anime cel style: a traditional household guest room where transfer student Kogane-chan sleeps blissfully on the smallest futon, an empty onigiri wrapper on her chest. Three bear-clan family members fill the doorway in ascending sizes — papa enormous, mama in an apron, and a mortified teenage son going progressively redder. Speed lines, huge expressions, cherry blossom light. Square 1:1 frame. Avoid: text, watermarks, human characters where animals are specified, gore."
goldilocks,14,Superhero Comic,goldilocks_14_superhero.webp,"Superhero comic splash page: a syndicate safehouse bunker where teen sidekick GOLDIE sleeps in the smallest regen-bed, cherry power-tonic bottle empty on the floor beside a shattered throne. THREE URSINE BEARS burst through the door in ascending sizes, mid-monologue, halftone dots and action lines everywhere. Bold primaries, dramatic comic lighting. Square 1:1 frame. Avoid: text, watermarks, human characters where animals are specified, gore."
goldilocks,15,Silent Film,goldilocks_15_silent-film.webp,"1920s silent film frame, black and white with heavy vignette: a cottage bedroom where a girl with stage-lightning curls sleeps in the smallest bed, cursive Z's floating up. Three bears in waistcoats do a synchronized double-take at the doorway in ascending sizes, hands thrown up in pantomime horror. Film grain, iris edge, broken chair in the foreground. Square 1:1 frame. Avoid: text, watermarks, human characters where animals are specified, gore."
goldilocks,16,1950s Suburban Mystery,goldilocks_16_suburban-mystery.webp,"1950s retro illustration, magazine-ad style: a pastel-perfect suburban bedroom where a blonde girl sleeps in the smallest of three immaculate beds, its hospital corners disturbed. Three Ursine family members stand smiling in the doorway in ascending sizes, casserole still warm in mother's oven mitts — the smiles a shade too wide. Mint and buttercup, one wrong shadow. Square 1:1 frame. Avoid: text, watermarks, human characters where animals are specified, gore."
goldilocks,17,Cold War Spy,goldilocks_17_cold-war-spy.webp,"Cold War spy thriller painting: a Berlin safehouse where Agent Goldenrod sleeps on the smallest cot, one hand on her sidearm, the other resting on a chessboard mid-game. Three trench-coated officers of the Ursine cell study her from the doorway in ascending sizes, weak lamplight, three espresso cups cooling. Cold grays and greens, one gold braid. Square 1:1 frame. Avoid: text, watermarks, human characters where animals are specified, gore."
goldilocks,18,True Crime Doc,goldilocks_18_true-crime.webp,"True-crime documentary reconstruction in the grounded journalistic style of In Cold Blood: a farmhouse bedroom treated as a documented crime scene, numbered yellow evidence markers, a plainclothes detective in a rumpled coat examining the smallest of three beds where a blonde girl is being questioned, three bears standing by as witnesses giving statements, an overturned small chair tagged as evidence. Natural window light, muted realistic color, the flat factual tone of a real case being documented. Square 1:1 frame. Avoid: text, watermarks, human characters where animals are specified, gore, horror, found-footage grain, supernatural dread."
goldilocks,19,Courtroom Drama,goldilocks_19_courtroom.webp,"Courtroom drama painting: a wood-paneled courtroom where a golden-haired defendant stands at her table beside a repaired chair marked EXHIBIT, while three bears — great, middle, and small — sit at the plaintiff table, the smallest holding a spoon. The judge examines a bowl of porridge with a magnifying glass. Honey-and-oak palette, gaslight, high drama. Square 1:1 frame. Avoid: text, watermarks, human characters where animals are specified, gore."
goldilocks,20,Romance,goldilocks_20_romance.webp,"Romance novel cover illustration: a firelit forest home where a rain-soaked blonde botanist sleeps in the smallest chair-side bed, specimen press slipping from her hand. Three bear-shifters have just come through the door in ascending sizes — and the youngest, broad-shouldered and thunderstruck, cannot look away. Golden hearthlight, storm at the windows, painterly swirl. Square 1:1 frame. Avoid: text, watermarks, human characters where animals are specified, gore."
goldilocks,21,Heist,goldilocks_21_heist.webp,"Heist film concept art: a vault antechamber where a blonde infiltrator sleeps against the smallest of three pressure-plate floor panels, ballast belt loosened, take bagged beside her. Three silhouettes of the returning Ursine family rise up the marble stair in ascending sizes, laser grid faint and red across the scene. Cool blues, slick lighting, one gold shimmer. Square 1:1 frame. Avoid: text, watermarks, human characters where animals are specified, gore."
goldilocks,22,Detective Mystery,goldilocks_22_detective.webp,"Classic detective mystery illustration: a cabin bedroom treated as a scene, where a teen sleuth in a deerstalker examines the smallest slept-in bed with a magnifying glass — a note under the pillow, a repaired chair sketched on butcher paper nearby. Through the window, three bear silhouettes return up the path in ascending sizes. Fog greys, warm lamplight, pipe-smoke mood. Square 1:1 frame. Avoid: text, watermarks, human characters where animals are specified, gore."
goldilocks,23,Survival Wilderness,goldilocks_23_survival.webp,"Survival wilderness painting: a whiteout-lit cabin where a frostbitten blonde hiker sleeps in the smallest bunk nearest the stove, bandaged hands curled round an emptied stew bowl. Three huge quiet trappers — or are they bears in the lantern shadow — stand at the door shaking off snow in ascending sizes, one already carving a spoon. Deep blue night, one warm stove glow. Square 1:1 frame. Avoid: text, watermarks, human characters where animals are specified, gore."
goldilocks,24,Slapstick Cartoon,goldilocks_24_slapstick.webp,"Frantic 1940s cartoon still: a cottage bedroom where a pigtailed girl snores in the smallest bed, cursive Z's exiting the window, the bed's springs flattened to the floor. Three bears in nightcaps pile up in the doorway in ascending sizes, eyebrows launching off their heads; a chair reduced to toothpicks smolders in the foreground. Rubber-hose limbs, motion smears. Square 1:1 frame. Avoid: text, watermarks, human characters where animals are specified, gore."
goldilocks,25,Mythic Epic,goldilocks_25_mythic-epic.webp,"Mythic fresco painting: a grove-shrine where a golden-haired mortal sleeps upon the smallest of three sacred biers, a cracked stone throne beside her, an emptied offering bowl at her feet. Three bear-gods descend in ascending immensity — storm, harvest, and spring — thunder coiling in the painted sky, the youngest god's expression already merciful. Gold leaf, terracotta and lapis. Square 1:1 frame. Avoid: text, watermarks, human characters where animals are specified, gore."
goldilocks,26,Science Fiction,goldilocks_26_science-fiction.webp,"Retro-futuristic sci-fi concept art: a research platform dormitory where a golden-haired castaway sleeps in the smallest cryo-pod, a six-hour timer glowing considerately on its display, an emptied nutrient tray racked neatly. Three ursine crew in EVA suits look in through the bay window in ascending sizes. Chrome and teal, station lights, engineered calm. Square 1:1 frame. Avoid: text, watermarks, human characters where animals are specified, gore."
goldilocks,27,Action & Adventure,goldilocks_27_action-adventure.webp,"Pulp adventure illustration: a high-country camp at dawn where a feral-thin girl with matted gold hair sleeps by the banked fire in the smallest bedroll, breakfast for two already laid out. A tracker wakes across the fire to find her rifle moved politely out of reach; three sets of bear tracks ring the camp. Golden alpine light, dynamic diagonals, painted grit. Square 1:1 frame. Avoid: text, watermarks, human characters where animals are specified, gore."
goldilocks,28,Supernatural Horror,goldilocks_28_ghost-horror.webp,"Supernatural horror painting: a 1911 farmhouse bedroom where a golden-haired traveler sleeps in the smallest bed under a quilt that is tucking itself in. At the bedfoot stand three translucent bears in ascending sizes, patient as portraits, steam rising from three bowls in a fireless kitchen beyond. Cold blues, one impossible warm porridge-glow, dread over gore. Square 1:1 frame. Avoid: text, watermarks, human characters where animals are specified, gore."
goldilocks,29,Biography Memoir,goldilocks_29_biography.webp,"Quiet literary painting: an eighty-three-year-old woman with a silver-gold braid sits on the smallest of three beds in a preserved cottage bedroom, her wedding photograph — three bears standing on the groom's side — held in her lap. Afternoon light through lace curtains, a repaired chair by the wall. Wyeth stillness, warm ambers, memory made visible. Square 1:1 frame. Avoid: text, watermarks, human characters where animals are specified, gore."
goldilocks,30,Historical Fiction,goldilocks_30_historical-fiction.webp,"Historical fiction oil painting, 1943 Yorkshire: a farmhouse bedroom where a small evacuee girl, name tag still pinned, sleeps exhausted in the smallest bed. Three members of the Ursell farm family stand in the doorway in work clothes, in ascending sizes, their faces more grief than anger; an emptied blue-ringed porridge bowl sits on the nightstand. Rationing-era browns, cold daylight. Square 1:1 frame. Avoid: text, watermarks, human characters where animals are specified, gore."
goldilocks,31,Stage Drama,goldilocks_31_stage-drama.webp,"Theatrical stage painting: a cutaway cottage set where a girl sleeps in the smallest of three beds under stage moonlight — while three actors in magnificent terrible bear masks advance up the center aisle THROUGH the audience silhouettes toward the stage. Footlight amber against house dark, painted flats, the smallest mask turned back toward us. Square 1:1 frame. Avoid: text, watermarks, human characters where animals are specified, gore."
goldilocks,32,Graphic Novel,goldilocks_32_graphic-novel.webp,"A comic-book page laid out as three or four rectangular panels with clean white gutters and bold black ink borders, halftone-dot shading: three bears -- great, middle, and small -- discovering a golden-haired girl asleep in the smallest bed, with a broken little chair and three porridge bowls, the discovery broken across panels. Dynamic vintage comic art. A landscape comic-book page. Anthropomorphic pigs, wolf, and bears upright and clothed where present. Speech balloons and caption boxes with illegible squiggle lettering, not real words. Avoid: photorealism, gore, legible text."
goldilocks,33,Ergodic,goldilocks_33_ergodic.webp,"Recovered case-file collage on aged paper: a cottage floor plan whose bedroom contains a smaller identical bedroom, three bowls diagrammed with looping arrows, a photograph of the smallest bed with its sleeper redacted except one gold curl. Annotations in a child's hand and a paw-print hand, black bars, string, coffee stains — and a fourth bowl added to the figure in fresh ink. Square 1:1 frame. Avoid: text, watermarks, human characters where animals are specified, gore."
goldilocks,34,Transgressive,goldilocks_34_transgressive.webp,"Xeroxed punk-zine collage, harsh contrast: a kitchen where a teenage girl with wild gold hair sleeps defiantly at the table beside three bowls — the smallest scraped clean, the dishes washed and stacked. Three looming bear shapes fill the doorway; she has left them a note. Ripped-paper edges, photocopier grain, one spray-gold accent. Square 1:1 frame. Avoid: text, watermarks, human characters where animals are specified, gore."
goldilocks,35,Climate Fiction,goldilocks_35_climate-fiction.webp,"Painterly climate-fiction scene: a barn in a snowless January where a girl sleeps in the smallest hollow of dragged blankets among three portioned salvage heaps. Three thin bears settle around her at agreed distances, sharing warmth, the smallest nearest. Dead-grass browns, unseasonable light through slats, one sound tin of food between them all. Elegiac, not grim. Square 1:1 frame. Avoid: text, watermarks, human characters where animals are specified, gore."
goldilocks,36,Slipstream,goldilocks_36_slipstream.webp,"Quiet surrealist painting, Magritte sensibility: a bedroom where three beds are made in three tenses — one slept-in, one being slept in though visibly empty, and the smallest occupied by a golden-haired girl who is slightly transparent, as if not yet fully arrived. Three bears at the door cast the shadows of trees. Muted dream palette, flat even light, deadpan impossibility. Square 1:1 frame. Avoid: text, watermarks, human characters where animals are specified, gore."
goldilocks,37,Bangsian,goldilocks_37_bangsian.webp,"Warm classical afterlife oil painting: a philosophers' garden where three robed bear-scholars argue around a table of three eternally steaming bowls — while a delighted elderly golden-haired woman is shown to a mended fourth chair by the smallest bear. Cloud-hills, Elysian gold and rose light, gentle wit, academic finish. Square 1:1 frame. Avoid: text, watermarks, human characters where animals are specified, gore."
goldilocks,38,Black Comedy,goldilocks_38_black-comedy.webp,"Deadpan symmetrical tableau, flat editorial-cartoon oil: a courtroom where three bears in suits sit at the plaintiff table with a broken chair in an evidence bag, and the golden-haired defendant sits at hers beside the repaired replacement chair, visibly better made. The judge holds a bowl of porridge up to the light. Institutional beige, one gold accent, everyone straight-faced. Square 1:1 frame. Avoid: text, watermarks, human characters where animals are specified, gore."
goldilocks,39,Magical Realism,goldilocks_39_magical-realism.webp,"Latin American magical-realism painting: a birch-clearing house at dusk that has set its own table — three bowls steaming with nobody home — while in the upstairs window a golden-haired girl brushes her hair, at home in a house that keeps house. On the porch, a fourth child-sized chair no one built. Marigold, terracotta, dusk-blue, matter-of-fact miracle. Square 1:1 frame. Avoid: text, watermarks, human characters where animals are specified, gore."
goldilocks,40,Epistolary,goldilocks_40_epistolary.webp,"Flat-lay illustration on a workshop table: an incident report with a child's note pinned to it, a woodshop invoice stamped DISPUTED then PAID IN LABOR, letters in a young improving hand, one carved wooden spoon with a bear on the handle, and a small framed sketch of a girl asleep in the smallest bed. Warm parchment tones, handwriting as illegible scrawl. Square 1:1 frame. Avoid: text, watermarks, human characters where animals are specified, gore."
cinderella,01,Original Fairy Tale,cinderella_01_original.webp,"Storybook woodcut illustration with warm watercolor wash: a moonlit palace staircase where a young woman in a starlight ball gown flees down the steps, gown already fraying to rags at the hem, one glass slipper left gleaming on a stair. Above, the clock tower strikes twelve; at the doors, a prince reaches a step too late; a pumpkin coach waits below. Sepia, midnight blue, and gold. Square 1:1 frame. Avoid: text, watermarks, human characters where animals are specified, gore."
cinderella,02,Film Noir,cinderella_02_noir.webp,"High-contrast film noir still: a nightclub's back staircase in rain, where a woman in a beaded gala dress runs down the wet steps past a streetlamp, clutch under her arm, face turned from the light. One glass heel gleams on the stair — the single bright object in the frame. Neon sign reflections, venetian shadows, a silhouette in the doorway above. 1940s pulp longing. Square 1:1 frame. Avoid: text, watermarks, human characters where animals are specified, gore."
cinderella,03,Cosmic Horror,cinderella_03_cosmic-horror.webp,"Eldritch horror illustration: a palace stair that has too many steps counted twice, where a young woman flees a ballroom whose light bends the wrong way, her gown unraveling into the color no seamstress can name. The slipper left behind is not glass but the part of her the glass had been, faintly luminous. Sickly greens and violets, geometry subtly wrong, dread. Square 1:1 frame. Avoid: text, watermarks, human characters where animals are specified, gore."
cinderella,04,Gothic Horror,cinderella_04_gothic.webp,"Gothic oil painting: a crepe-hung manor staircase at midnight where a pale young woman in her dead mother's ball gown flees candlelit shadows, mirrors on the landing giving up their black cloth all at once. One scrying-glass slipper glows on the stair, showing a tiny cellar scene within. Claret and bone palette, guttering candelabra, storm at the windows. Square 1:1 frame. Avoid: text, watermarks, human characters where animals are specified, gore."
cinderella,05,Steampunk,cinderella_05_steampunk.webp,"Steampunk illustration plate: an exposition hall's grand iron staircase where a young woman in an oil-silk gown and sprung-brass corset runs down through venting steam, pressure gauges on the wall hitting midnight-red. One glass-and-rubber slipper rests on a tread; below, a pumpkin-shaped two-stroke carriage sputters its last. Sepia and verdigris, gears and rivets. Square 1:1 frame. Avoid: text, watermarks, human characters where animals are specified, gore."
cinderella,06,Cyberpunk,cinderella_06_cyberpunk.webp,"Cyberpunk concept art: a corporate tower's emergency stairwell where a woman flees downward as her rendered gown glitches back to worker coveralls floor by floor, face scanners waking hungry and red. On the landing, one glass slipper — the only object in the tower with no data in it. Neon pink and cyan on black chrome, rain on the glass wall, Blade Runner melancholy. Square 1:1 frame. Avoid: text, watermarks, human characters where animals are specified, gore."
cinderella,07,Space Opera,cinderella_07_space-opera.webp,"Space opera concept art: a flagship's boarding ramp where a young engineer runs from the fleet ball as her solar-sail-silk gown dissolves into light around her coveralls, an orange emergency pod idling below. One crystal envirosuit boot stays magnetized to the ramp; the prince-admiral reaches the airlock a step too late. Star-field blacks, sapphire and magenta nebulae. Square 1:1 frame. Avoid: text, watermarks, human characters where animals are specified, gore."
cinderella,08,Western,cinderella_08_western.webp,"Western painted illustration: the territorial governor's porch steps at midnight where a young woman in a San Francisco gown runs for a lacquered pumpkin-wagon buggy, hem hiked, hair coming loose. One glass-heeled Spanish boot stands on the porch boards in the lamplight; the governor's son holds the rail, a step too late. Amber lamps, blue night, painted western warmth. Square 1:1 frame. Avoid: text, watermarks, human characters where animals are specified, gore."
cinderella,09,Post-Apocalyptic,cinderella_09_post-apocalyptic.webp,"Post-apocalyptic painting: a warlord's stronghold gate at midnight as the truce flag drops, where a young woman in an unfaded dress from before flees across mud and searchlights toward the wastes. One built-glass shoe stays in the churned mud at the gate, catching a flare's light. Ash-greys and rust, her dress the last clean thing of the old world. Square 1:1 frame. Avoid: text, watermarks, human characters where animals are specified, gore."
cinderella,10,Dystopian,cinderella_10_dystopian.webp,"Dystopian propaganda-poster style: a ministry gala hall's great stair at curfew-zero, where Citizen C-12 descends at speed in a gown woven of decommissioned flags, exits marked in cold stencils. One regulation-transparent slipper remains on the stair under a surveillance aperture's amber blink — her true merit record engraved in its heel. Institutional palette, one red flag-thread. Square 1:1 frame. Avoid: text, watermarks, human characters where animals are specified, gore."
cinderella,11,Solarpunk,cinderella_11_solarpunk.webp,"Solarpunk illustration: a festival great-hall's garden steps at moonset, where a young woman in forty-times-mended heirloom silk hurries down between solar lanterns toward the cider press she promised to tend. One glass slipper from before the flood rests on a step; the potter's son follows carrying her shawl, unhurried, smiling. Warm greens, honey lanternlight, kindness. Square 1:1 frame. Avoid: text, watermarks, human characters where animals are specified, gore."
cinderella,12,High Fantasy,cinderella_12_high-fantasy.webp,"High fantasy oil painting: a castle's rune-lit grand stair at the witching hour, where a young woman flees as her moth-wing gown dissolves into contract-script and fireflies. The fae-blown slipper stands on the stair of its own accord — terms concluded — glowing faintly with law. Rich jewel tones, moonlit spires, epic painterly detail. Square 1:1 frame. Avoid: text, watermarks, human characters where animals are specified, gore."
